업체명	x인자 No.	통화	No	2015 Q1	2015 Q2	2015 Q3	2015 Q4	2016 Q1	2016 Q2	2016 Q3	2016 Q4	2017 Q1	2017 Q2	2017 Q3	2017 Q4	2018 Q1	2018 Q2	2018 Q3	2018 Q4	2019 Q1	2019 Q2	2019 Q3	2019 Q4	2020 Q1	2020 Q2	2020 Q3	2020 Q4	2021 Q1	2021 Q2	2021 Q3	2021 Q4	2022 Q1	2022 Q2	2022 Q3	2022 Q4	2023 Q1	2023 Q2	2023 Q3	2023 Q4	2024 Q1	2024 Q2	2024 Q3	2024 Q4	2025 Q1	2025 Q2	2025 Q3	2025 Q4
ABB LTD		USD	5	40,215,000,000	40,215,000,000	40,215,000,000	40,215,000,000	45,167,000,000	45,167,000,000	45,167,000,000	45,167,000,000	57,207,000,000	57,207,000,000	57,207,000,000	57,207,000,000	40,509,000,000	40,509,000,000	40,509,000,000	40,509,000,000	51,482,000,000	51,482,000,000	51,482,000,000	51,482,000,000	57,573,000,000	57,573,000,000	57,573,000,000	57,573,000,000	76,054,000,000	76,054,000,000	76,054,000,000	76,054,000,000	56,637,000,000	56,637,000,000	56,637,000,000	56,637,000,000	81,637,000,000	81,637,000,000	81,637,000,000	81,637,000,000	99,453,000,000	99,453,000,000	99,453,000,000	99,453,000,000	93,801,000,000	93,801,000,000	93,801,000,000	93,801,000,000
AMD		USD	4	96,000,000	96,000,000	96,000,000	96,000,000	77,000,000	77,000,000	77,000,000	77,000,000	113,000,000	113,000,000	113,000,000	113,000,000	163,000,000	163,000,000	163,000,000	163,000,000	217,000,000	217,000,000	217,000,000	217,000,000	294,000,000	294,000,000	294,000,000	294,000,000	301,000,000	301,000,000	301,000,000	301,000,000	450,000,000	450,000,000	450,000,000	450,000,000	546,000,000	546,000,000	546,000,000	546,000,000	636,000,000	636,000,000	636,000,000	636,000,000	748,600,000	748,600,000	748,600,000	748,600,000
AMD		USD	5	2,371,000,000	2,371,000,000	2,371,000,000	2,371,000,000	10,791,000,000	10,791,000,000	10,791,000,000	10,791,000,000	10,179,000,000	10,179,000,000	10,179,000,000	10,179,000,000	17,809,000,000	17,809,000,000	17,809,000,000	17,809,000,000	52,581,000,000	52,581,000,000	52,581,000,000	52,581,000,000	110,293,000,000	110,293,000,000	110,293,000,000	110,293,000,000	184,946,000,000	184,946,000,000	184,946,000,000	184,946,000,000	100,885,000,000	100,885,000,000	100,885,000,000	100,885,000,000	240,322,000,000	240,322,000,000	240,322,000,000	240,322,000,000	203,159,000,000	203,159,000,000	203,159,000,000	203,159,000,000	166,488,000,000	166,488,000,000	166,488,000,000	166,488,000,000
Alibaba		CNY	4	4,776,000,000	4,776,000,000	4,776,000,000	4,776,000,000	5,438,000,000	5,438,000,000	5,438,000,000	5,438,000,000	12,220,000,000	12,220,000,000	12,220,000,000	12,220,000,000	25,809,000,000	25,809,000,000	25,809,000,000	25,809,000,000	46,497,000,000	46,497,000,000	46,497,000,000	46,497,000,000	37,498,000,000	37,498,000,000	37,498,000,000	37,498,000,000	39,523,000,000	39,523,000,000	39,523,000,000	39,523,000,000	42,028,000,000	42,028,000,000	42,028,000,000	42,028,000,000	30,373,000,000	30,373,000,000	30,373,000,000	30,373,000,000	27,579,000,000	27,579,000,000	27,579,000,000	27,579,000,000	83,658,000,000	83,658,000,000	83,658,000,000	83,658,000,000
Alibaba		CNY	5	1,283,569,000,000	1,283,569,000,000	1,283,569,000,000	1,283,569,000,000	1,281,547,000,000	1,281,547,000,000	1,281,547,000,000	1,281,547,000,000	1,856,105,000,000	1,856,105,000,000	1,856,105,000,000	1,856,105,000,000	2,965,857,000,000	2,965,857,000,000	2,965,857,000,000	2,965,857,000,000	3,174,206,000,000	3,174,206,000,000	3,174,206,000,000	3,174,206,000,000	3,696,352,000,000	3,696,352,000,000	3,696,352,000,000	3,696,352,000,000	4,027,830,000,000	4,027,830,000,000	4,027,830,000,000	4,027,830,000,000	1,853,787,000,000	1,853,787,000,000	1,853,787,000,000	1,853,787,000,000	1,800,888,000,000	1,800,888,000,000	1,800,888,000,000	1,800,888,000,000	1,310,939,000,000	1,310,939,000,000	1,310,939,000,000	1,310,939,000,000	2,167,975,000,000	2,167,975,000,000	2,167,975,000,000	2,167,975,000,000
Allis Electric		TWD	4		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 	228,000,000	228,000,000	228,000,000	228,000,000		 - 	 - 	 - 	195,000,000	195,000,000	195,000,000	195,000,000
Allis Electric		TWD	5		 - 	 - 	 - 	1,910,000,000	1,910,000,000	1,910,000,000	1,910,000,000		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 	6,954,000,000	6,954,000,000	6,954,000,000	6,954,000,000	18,327,000,000	18,327,000,000	18,327,000,000	18,327,000,000	26,668,000,000	26,668,000,000	26,668,000,000	26,668,000,000	26,672,000,000	26,672,000,000	26,672,000,000	26,672,000,000
Google		USD	4	9,915,000,000	9,915,000,000	9,915,000,000	9,915,000,000	10,212,000,000	10,212,000,000	10,212,000,000	10,212,000,000	13,184,000,000	13,184,000,000	13,184,000,000	13,184,000,000	25,139,000,000	25,139,000,000	25,139,000,000	25,139,000,000	23,548,000,000	23,548,000,000	23,548,000,000	23,548,000,000	22,281,000,000	22,281,000,000	22,281,000,000	22,281,000,000	24,640,000,000	24,640,000,000	24,640,000,000	24,640,000,000	31,485,000,000	31,485,000,000	31,485,000,000	31,485,000,000	32,251,000,000	32,251,000,000	32,251,000,000	32,251,000,000	52,535,000,000	52,535,000,000	52,535,000,000	52,535,000,000	72,635,000,000	72,635,000,000	72,635,000,000	72,635,000,000
Google		USD	5	528,448,000,000	528,448,000,000	528,448,000,000	528,448,000,000	539,070,000,000	539,070,000,000	539,070,000,000	539,070,000,000	729,458,000,000	729,458,000,000	729,458,000,000	729,458,000,000	723,465,000,000	723,465,000,000	723,465,000,000	723,465,000,000	922,946,000,000	922,946,000,000	922,946,000,000	922,946,000,000	1,185,281,000,000	1,185,281,000,000	1,185,281,000,000	1,185,281,000,000	1,921,855,000,000	1,921,855,000,000	1,921,855,000,000	1,921,855,000,000	1,145,004,000,000	1,145,004,000,000	1,145,004,000,000	1,145,004,000,000	1,755,459,000,000	1,755,459,000,000	1,755,459,000,000	1,755,459,000,000	2,323,530,000,000	2,323,530,000,000	2,323,530,000,000	2,323,530,000,000	1,893,802,000,000	1,893,802,000,000	1,893,802,000,000	1,893,802,000,000
Amazon		USD	4	4,589,000,000	4,589,000,000	4,589,000,000	4,589,000,000	6,737,000,000	6,737,000,000	6,737,000,000	6,737,000,000	11,955,000,000	11,955,000,000	11,955,000,000	11,955,000,000	13,427,000,000	13,427,000,000	13,427,000,000	13,427,000,000	16,861,000,000	16,861,000,000	16,861,000,000	16,861,000,000	35,044,000,000	35,044,000,000	35,044,000,000	35,044,000,000	55,396,000,000	55,396,000,000	55,396,000,000	55,396,000,000	58,321,000,000	58,321,000,000	58,321,000,000	58,321,000,000	48,133,000,000	48,133,000,000	48,133,000,000	48,133,000,000	77,658,000,000	77,658,000,000	77,658,000,000	77,658,000,000	100,050,000,000	100,050,000,000	100,050,000,000	100,050,000,000
Amazon		USD	5	316,832,000,000	316,832,000,000	316,832,000,000	316,832,000,000	356,316,000,000	356,316,000,000	356,316,000,000	356,316,000,000	563,535,000,000	563,535,000,000	563,535,000,000	563,535,000,000	734,416,000,000	734,416,000,000	734,416,000,000	734,416,000,000	916,154,000,000	916,154,000,000	916,154,000,000	916,154,000,000	1,634,168,000,000	1,634,168,000,000	1,634,168,000,000	1,634,168,000,000	1,691,003,000,000	1,691,003,000,000	1,691,003,000,000	1,691,003,000,000	856,939,000,000	856,939,000,000	856,939,000,000	856,939,000,000	1,570,153,000,000	1,570,153,000,000	1,570,153,000,000	1,570,153,000,000	2,306,888,000,000	2,306,888,000,000	2,306,888,000,000	2,306,888,000,000	2,016,324,000,000	2,016,324,000,000	2,016,324,000,000	2,016,324,000,000
ADI		USD	4	154,000,000	154,000,000	154,000,000	154,000,000	127,400,000	127,400,000	127,400,000	127,400,000	204,100,000	204,100,000	204,100,000	204,100,000	254,900,000	254,900,000	254,900,000	254,900,000	275,400,000	275,400,000	275,400,000	275,400,000	166,000,000	166,000,000	166,000,000	166,000,000	343,700,000	343,700,000	343,700,000	343,700,000	699,300,000	699,300,000	699,300,000	699,300,000	1,261,000,000	1,261,000,000	1,261,000,000	1,261,000,000	730,500,000	730,500,000	730,500,000	730,500,000	556,800,000	556,800,000	556,800,000	556,800,000
ADI		USD	5	18,927,000,000	18,927,000,000	18,927,000,000	18,927,000,000	19,574,000,000	19,574,000,000	19,574,000,000	19,574,000,000	33,381,000,000	33,381,000,000	33,381,000,000	33,381,000,000	32,402,000,000	32,402,000,000	32,402,000,000	32,402,000,000	40,402,000,000	40,402,000,000	40,402,000,000	40,402,000,000	43,785,000,000	43,785,000,000	43,785,000,000	43,785,000,000	95,627,000,000	95,627,000,000	95,627,000,000	95,627,000,000	72,646,000,000	72,646,000,000	72,646,000,000	72,646,000,000	81,893,000,000	81,893,000,000	81,893,000,000	81,893,000,000	111,949,000,000	111,949,000,000	111,949,000,000	111,949,000,000	100,024,000,000	100,024,000,000	100,024,000,000	100,024,000,000
Apple		USD	4	11,247,000,000	11,247,000,000	11,247,000,000	11,247,000,000	12,734,000,000	12,734,000,000	12,734,000,000	12,734,000,000	12,451,000,000	12,451,000,000	12,451,000,000	12,451,000,000	13,313,000,000	13,313,000,000	13,313,000,000	13,313,000,000	10,495,000,000	10,495,000,000	10,495,000,000	10,495,000,000	7,309,000,000	7,309,000,000	7,309,000,000	7,309,000,000	11,085,000,000	11,085,000,000	11,085,000,000	11,085,000,000	10,708,000,000	10,708,000,000	10,708,000,000	10,708,000,000	10,959,000,000	10,959,000,000	10,959,000,000	10,959,000,000	9,447,000,000	9,447,000,000	9,447,000,000	9,447,000,000	10,679,000,000	10,679,000,000	10,679,000,000	10,679,000,000
Apple		USD	5	641,214,000,000	641,214,000,000	641,214,000,000	641,214,000,000	614,013,000,000	614,013,000,000	614,013,000,000	614,013,000,000	791,726,000,000	791,726,000,000	791,726,000,000	791,726,000,000	1,090,308,000,000	1,090,308,000,000	1,090,308,000,000	1,090,308,000,000	988,887,000,000	988,887,000,000	988,887,000,000	988,887,000,000	1,966,108,000,000	1,966,108,000,000	1,966,108,000,000	1,966,108,000,000	2,345,796,000,000	2,345,796,000,000	2,345,796,000,000	2,345,796,000,000	2,408,041,000,000	2,408,041,000,000	2,408,041,000,000	2,408,041,000,000	2,668,607,000,000	2,668,607,000,000	2,668,607,000,000	2,668,607,000,000	3,463,350,000,000	3,463,350,000,000	3,463,350,000,000	3,463,350,000,000	3,336,853,000,000	3,336,853,000,000	3,336,853,000,000	3,336,853,000,000
Applied Materials		USD	4	215,000,000	215,000,000	215,000,000	215,000,000	253,000,000	253,000,000	253,000,000	253,000,000	345,000,000	345,000,000	345,000,000	345,000,000	622,000,000	622,000,000	622,000,000	622,000,000	441,000,000	441,000,000	441,000,000	441,000,000	422,000,000	422,000,000	422,000,000	422,000,000	668,000,000	668,000,000	668,000,000	668,000,000	787,000,000	787,000,000	787,000,000	787,000,000	1,106,000,000	1,106,000,000	1,106,000,000	1,106,000,000	1,190,000,000	1,190,000,000	1,190,000,000	1,190,000,000	1,365,000,000	1,365,000,000	1,365,000,000	1,365,000,000
Applied Materials		USD	5	19,534,000,000	19,534,000,000	19,534,000,000	19,534,000,000	31,194,000,000	31,194,000,000	31,194,000,000	31,194,000,000	60,459,000,000	60,459,000,000	60,459,000,000	60,459,000,000	31,810,000,000	31,810,000,000	31,810,000,000	31,810,000,000	51,472,000,000	51,472,000,000	51,472,000,000	51,472,000,000	53,728,000,000	53,728,000,000	53,728,000,000	53,728,000,000	119,331,000,000	119,331,000,000	119,331,000,000	119,331,000,000	74,451,000,000	74,451,000,000	74,451,000,000	74,451,000,000	109,837,000,000	109,837,000,000	109,837,000,000	109,837,000,000	153,768,000,000	153,768,000,000	153,768,000,000	153,768,000,000	117,901,000,000	117,901,000,000	117,901,000,000	117,901,000,000
ASML		EUR	4	371,800,000	371,800,000	371,800,000	371,800,000	316,300,000	316,300,000	316,300,000	316,300,000	338,900,000	338,900,000	338,900,000	338,900,000	574,000,000	574,000,000	574,000,000	574,000,000	766,600,000	766,600,000	766,600,000	766,600,000	962,000,000	962,000,000	962,000,000	962,000,000	900,700,000	900,700,000	900,700,000	900,700,000	1,282,000,000	1,282,000,000	1,282,000,000	1,282,000,000	2,156,000,000	2,156,000,000	2,156,000,000	2,156,000,000	2,067,000,000	2,067,000,000	2,067,000,000	2,067,000,000	1,942,000,000	1,942,000,000	1,942,000,000	1,942,000,000
ASML		EUR	5	35,631,000,000	35,631,000,000	35,631,000,000	35,631,000,000	46,016,000,000	46,016,000,000	46,016,000,000	46,016,000,000	62,397,000,000	62,397,000,000	62,397,000,000	62,397,000,000	58,285,000,000	58,285,000,000	58,285,000,000	58,285,000,000	110,671,000,000	110,671,000,000	110,671,000,000	110,671,000,000	163,263,000,000	163,263,000,000	163,263,000,000	163,263,000,000	287,256,000,000	287,256,000,000	287,256,000,000	287,256,000,000	200,985,000,000	200,985,000,000	200,985,000,000	200,985,000,000	268,992,000,000	268,992,000,000	268,992,000,000	268,992,000,000	266,748,000,000	266,748,000,000	266,748,000,000	266,748,000,000	238,330,000,000	238,330,000,000	238,330,000,000	238,330,000,000
Asus		TWD	4	838,900,000	838,900,000	838,900,000	838,900,000	5,568,000,000	5,568,000,000	5,568,000,000	5,568,000,000	2,100,000,000	2,100,000,000	2,100,000,000	2,100,000,000	3,289,000,000	3,289,000,000	3,289,000,000	3,289,000,000	7,528,000,000	7,528,000,000	7,528,000,000	7,528,000,000	2,566,000,000	2,566,000,000	2,566,000,000	2,566,000,000	2,178,000,000	2,178,000,000	2,178,000,000	2,178,000,000	1,524,000,000	1,524,000,000	1,524,000,000	1,524,000,000	1,688,000,000	1,688,000,000	1,688,000,000	1,688,000,000	2,068,000,000	2,068,000,000	2,068,000,000	2,068,000,000	1,759,000,000	1,759,000,000	1,759,000,000	1,759,000,000
Asus		TWD	5	202,031,000,000	202,031,000,000	202,031,000,000	202,031,000,000	196,831,000,000	196,831,000,000	196,831,000,000	196,831,000,000	207,601,000,000	207,601,000,000	207,601,000,000	207,601,000,000	149,666,000,000	149,666,000,000	149,666,000,000	149,666,000,000	171,949,000,000	171,949,000,000	171,949,000,000	171,949,000,000	186,061,000,000	186,061,000,000	186,061,000,000	186,061,000,000	279,278,000,000	279,278,000,000	279,278,000,000	279,278,000,000	199,431,000,000	199,431,000,000	199,431,000,000	199,431,000,000	363,581,000,000	363,581,000,000	363,581,000,000	363,581,000,000	457,540,000,000	457,540,000,000	457,540,000,000	457,540,000,000	452,341,000,000	452,341,000,000	452,341,000,000	452,341,000,000
Baidu		CNY	4	5,250,000,000	5,250,000,000	5,250,000,000	5,250,000,000	4,189,000,000	4,189,000,000	4,189,000,000	4,189,000,000	4,779,000,000	4,779,000,000	4,779,000,000	4,779,000,000	8,772,000,000	8,772,000,000	8,772,000,000	8,772,000,000	6,428,000,000	6,428,000,000	6,428,000,000	6,428,000,000	5,084,000,000	5,084,000,000	5,084,000,000	5,084,000,000	10,896,000,000	10,896,000,000	10,896,000,000	10,896,000,000	8,286,000,000	8,286,000,000	8,286,000,000	8,286,000,000	11,190,000,000	11,190,000,000	11,190,000,000	11,190,000,000	8,134,000,000	8,134,000,000	8,134,000,000	8,134,000,000	10,724,000,000	10,724,000,000	10,724,000,000	10,724,000,000
Baidu		CNY	5	424,203,000,000	424,203,000,000	424,203,000,000	424,203,000,000	396,021,000,000	396,021,000,000	396,021,000,000	396,021,000,000	529,148,000,000	529,148,000,000	529,148,000,000	529,148,000,000	380,211,000,000	380,211,000,000	380,211,000,000	380,211,000,000	304,957,000,000	304,957,000,000	304,957,000,000	304,957,000,000	481,512,000,000	481,512,000,000	481,512,000,000	481,512,000,000	328,986,000,000	328,986,000,000	328,986,000,000	328,986,000,000	272,598,000,000	272,598,000,000	272,598,000,000	272,598,000,000	295,199,000,000	295,199,000,000	295,199,000,000	295,199,000,000	215,787,000,000	215,787,000,000	215,787,000,000	215,787,000,000	229,576,000,000	229,576,000,000	229,576,000,000	229,576,000,000
BMW		EUR	4	5,890,000,000	5,890,000,000	5,890,000,000	5,890,000,000	5,823,000,000	5,823,000,000	5,823,000,000	5,823,000,000	7,112,000,000	7,112,000,000	7,112,000,000	7,112,000,000	7,777,000,000	7,777,000,000	7,777,000,000	7,777,000,000	6,902,000,000	6,902,000,000	6,902,000,000	6,902,000,000	6,150,000,000	6,150,000,000	6,150,000,000	6,150,000,000	7,518,000,000	7,518,000,000	7,518,000,000	7,518,000,000	9,050,000,000	9,050,000,000	9,050,000,000	9,050,000,000	10,881,000,000	10,881,000,000	10,881,000,000	10,881,000,000	12,205,000,000	12,205,000,000	12,205,000,000	12,205,000,000	10,245,000,000	10,245,000,000	10,245,000,000	10,245,000,000
BMW		EUR	5	62,992,000,000	62,992,000,000	62,992,000,000	62,992,000,000	57,412,000,000	57,412,000,000	57,412,000,000	57,412,000,000	56,385,000,000	56,385,000,000	56,385,000,000	56,385,000,000	46,014,000,000	46,014,000,000	46,014,000,000	46,014,000,000	47,120,000,000	47,120,000,000	47,120,000,000	47,120,000,000	46,621,000,000	46,621,000,000	46,621,000,000	46,621,000,000	57,499,000,000	57,499,000,000	57,499,000,000	57,499,000,000	53,582,000,000	53,582,000,000	53,582,000,000	53,582,000,000	63,947,000,000	63,947,000,000	63,947,000,000	63,947,000,000	49,199,000,000	49,199,000,000	49,199,000,000	49,199,000,000	45,581,000,000	45,581,000,000	45,581,000,000	45,581,000,000
Broadcom		USD	4	593,000,000	593,000,000	593,000,000	593,000,000	723,000,000	723,000,000	723,000,000	723,000,000	1,069,000,000	1,069,000,000	1,069,000,000	1,069,000,000	635,000,000	635,000,000	635,000,000	635,000,000	432,000,000	432,000,000	432,000,000	432,000,000	463,000,000	463,000,000	463,000,000	463,000,000	443,000,000	443,000,000	443,000,000	443,000,000	424,000,000	424,000,000	424,000,000	424,000,000	452,000,000	452,000,000	452,000,000	452,000,000	548,000,000	548,000,000	548,000,000	548,000,000	408,100,000	408,100,000	408,100,000	408,100,000
Broadcom		USD	5	33,633,000,000	33,633,000,000	33,633,000,000	33,633,000,000	68,734,000,000	68,734,000,000	68,734,000,000	68,734,000,000	111,635,000,000	111,635,000,000	111,635,000,000	111,635,000,000	91,277,000,000	91,277,000,000	91,277,000,000	91,277,000,000	117,649,000,000	117,649,000,000	117,649,000,000	117,649,000,000	143,096,000,000	143,096,000,000	143,096,000,000	143,096,000,000	223,248,000,000	223,248,000,000	223,248,000,000	223,248,000,000	179,872,000,000	179,872,000,000	179,872,000,000	179,872,000,000	364,313,000,000	364,313,000,000	364,313,000,000	364,313,000,000	788,954,000,000	788,954,000,000	788,954,000,000	788,954,000,000	787,247,000,000	787,247,000,000	787,247,000,000	787,247,000,000
BYD		CNY	4	10,482,000,000	10,482,000,000	10,482,000,000	10,482,000,000	6,217,000,000	6,217,000,000	6,217,000,000	6,217,000,000	14,563,000,000	14,563,000,000	14,563,000,000	14,563,000,000	13,906,000,000	13,906,000,000	13,906,000,000	13,906,000,000	12,434,000,000	12,434,000,000	12,434,000,000	12,434,000,000	11,515,000,000	11,515,000,000	11,515,000,000	11,515,000,000	36,517,000,000	36,517,000,000	36,517,000,000	36,517,000,000	97,189,000,000	97,189,000,000	97,189,000,000	97,189,000,000	121,623,000,000	121,623,000,000	121,623,000,000	121,623,000,000	97,360,000,000	97,360,000,000	97,360,000,000	97,360,000,000	98,105,000,000	98,105,000,000	98,105,000,000	98,105,000,000
BYD		CNY	5	133,221,000,000	133,221,000,000	133,221,000,000	133,221,000,000	123,547,000,000	123,547,000,000	123,547,000,000	123,547,000,000	169,835,000,000	169,835,000,000	169,835,000,000	169,835,000,000	132,609,000,000	132,609,000,000	132,609,000,000	132,609,000,000	118,210,000,000	118,210,000,000	118,210,000,000	118,210,000,000	508,852,000,000	508,852,000,000	508,852,000,000	508,852,000,000	724,616,000,000	724,616,000,000	724,616,000,000	724,616,000,000	651,570,000,000	651,570,000,000	651,570,000,000	651,570,000,000	571,597,000,000	571,597,000,000	571,597,000,000	571,597,000,000	785,956,000,000	785,956,000,000	785,956,000,000	785,956,000,000	1,127,414,000,000	1,127,414,000,000	1,127,414,000,000	1,127,414,000,000
CG Power and Industrial Solutions		INR	4	2,126,000,000	2,126,000,000	2,126,000,000	2,126,000,000	1,750,000,000	1,750,000,000	1,750,000,000	1,750,000,000	637,900,000	637,900,000	637,900,000	637,900,000	1,928,000,000	1,928,000,000	1,928,000,000	1,928,000,000	1,354,000,000	1,354,000,000	1,354,000,000	1,354,000,000		 - 	 - 	 - 		 - 	 - 	 - 	733,600,000	733,600,000	733,600,000	733,600,000	854,600,000	854,600,000	854,600,000	854,600,000	2,343,000,000	2,343,000,000	2,343,000,000	2,343,000,000	4,104,000,000	4,104,000,000	4,104,000,000	4,104,000,000
CG Power and Industrial Solutions		INR	5	104,040,000,000	104,040,000,000	104,040,000,000	104,040,000,000	30,617,000,000	30,617,000,000	30,617,000,000	30,617,000,000	48,667,000,000	48,667,000,000	48,667,000,000	48,667,000,000	48,636,000,000	48,636,000,000	48,636,000,000	48,636,000,000	26,762,000,000	26,762,000,000	26,762,000,000	26,762,000,000	3,165,000,000	3,165,000,000	3,165,000,000	3,165,000,000	89,512,000,000	89,512,000,000	89,512,000,000	89,512,000,000	256,107,000,000	256,107,000,000	256,107,000,000	256,107,000,000	458,216,000,000	458,216,000,000	458,216,000,000	458,216,000,000	826,135,000,000	826,135,000,000	826,135,000,000	826,135,000,000	976,183,000,000	976,183,000,000	976,183,000,000	976,183,000,000
DBH		KRW	4	95,570,000	95,570,000	95,570,000	95,570,000	92,250,000	92,250,000	92,250,000	92,250,000	75,890,000	75,890,000	75,890,000	75,890,000	109,500,000	109,500,000	109,500,000	109,500,000	89,100,000	89,100,000	89,100,000	89,100,000	157,700,000	157,700,000	157,700,000	157,700,000	133,600,000	133,600,000	133,600,000	133,600,000	179,900,000	179,900,000	179,900,000	179,900,000	329,300,000	329,300,000	329,300,000	329,300,000		 - 	 - 	 - 	241,800,000	241,800,000	241,800,000	241,800,000
DBH		KRW	5	617,008,000,000	617,008,000,000	617,008,000,000	617,008,000,000	686,044,000,000	686,044,000,000	686,044,000,000	686,044,000,000	517,769,000,000	517,769,000,000	517,769,000,000	517,769,000,000	469,880,000,000	469,880,000,000	469,880,000,000	469,880,000,000	1,195,780,000,000	1,195,780,000,000	1,195,780,000,000	1,195,780,000,000	2,209,447,000,000	2,209,447,000,000	2,209,447,000,000	2,209,447,000,000	3,152,177,000,000	3,152,177,000,000	3,152,177,000,000	3,152,177,000,000	1,610,776,000,000	1,610,776,000,000	1,610,776,000,000	1,610,776,000,000	2,441,975,000,000	2,441,975,000,000	2,441,975,000,000	2,441,975,000,000	1,366,717,000,000	1,366,717,000,000	1,366,717,000,000	1,366,717,000,000	1,752,066,000,000	1,752,066,000,000	1,752,066,000,000	1,752,066,000,000
DELL		USD	4		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 	1,367,000,000	1,367,000,000	1,367,000,000	1,367,000,000	1,158,000,000	1,158,000,000	1,158,000,000	1,158,000,000	2,241,000,000	2,241,000,000	2,241,000,000	2,241,000,000	2,082,000,000	2,082,000,000	2,082,000,000	2,082,000,000	2,796,000,000	2,796,000,000	2,796,000,000	2,796,000,000	3,003,000,000	3,003,000,000	3,003,000,000	3,003,000,000	2,753,000,000	2,753,000,000	2,753,000,000	2,753,000,000	2,563,000,000	2,563,000,000	2,563,000,000	2,563,000,000
DELL		USD	5		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 	34,909,000,000	34,909,000,000	34,909,000,000	34,909,000,000	35,589,000,000	35,589,000,000	35,589,000,000	35,589,000,000	54,653,000,000	54,653,000,000	54,653,000,000	54,653,000,000	43,396,000,000	43,396,000,000	43,396,000,000	43,396,000,000	29,089,000,000	29,089,000,000	29,089,000,000	29,089,000,000	58,541,000,000	58,541,000,000	58,541,000,000	58,541,000,000	72,282,000,000	72,282,000,000	72,282,000,000	72,282,000,000
Eaton		USD	4	506,000,000	506,000,000	506,000,000	506,000,000	497,000,000	497,000,000	497,000,000	497,000,000	520,000,000	520,000,000	520,000,000	520,000,000	565,000,000	565,000,000	565,000,000	565,000,000	587,000,000	587,000,000	587,000,000	587,000,000	400,000,000	400,000,000	400,000,000	400,000,000	575,000,000	575,000,000	575,000,000	575,000,000	598,000,000	598,000,000	598,000,000	598,000,000	757,000,000	757,000,000	757,000,000	757,000,000	808,000,000	808,000,000	808,000,000	808,000,000	913,900,000	913,900,000	913,900,000	913,900,000
Eaton		USD	5	24,084,000,000	24,084,000,000	24,084,000,000	24,084,000,000	30,305,000,000	30,305,000,000	30,305,000,000	30,305,000,000	34,812,000,000	34,812,000,000	34,812,000,000	34,812,000,000	29,748,000,000	29,748,000,000	29,748,000,000	29,748,000,000	39,157,000,000	39,157,000,000	39,157,000,000	39,157,000,000	48,092,000,000	48,092,000,000	48,092,000,000	48,092,000,000	68,886,000,000	68,886,000,000	68,886,000,000	68,886,000,000	62,419,000,000	62,419,000,000	62,419,000,000	62,419,000,000	96,159,000,000	96,159,000,000	96,159,000,000	96,159,000,000	131,155,000,000	131,155,000,000	131,155,000,000	131,155,000,000	106,495,000,000	106,495,000,000	106,495,000,000	106,495,000,000
EMERSON ELECTRIC		USD	4	685,000,000	685,000,000	685,000,000	685,000,000	447,000,000	447,000,000	447,000,000	447,000,000	476,000,000	476,000,000	476,000,000	476,000,000	617,000,000	617,000,000	617,000,000	617,000,000	594,000,000	594,000,000	594,000,000	594,000,000	538,000,000	538,000,000	538,000,000	538,000,000	581,000,000	581,000,000	581,000,000	581,000,000	531,000,000	531,000,000	531,000,000	531,000,000	363,000,000	363,000,000	363,000,000	363,000,000	419,000,000	419,000,000	419,000,000	419,000,000	415,700,000	415,700,000	415,700,000	415,700,000
EMERSON ELECTRIC		USD	5	29,026,000,000	29,026,000,000	29,026,000,000	29,026,000,000	35,079,000,000	35,079,000,000	35,079,000,000	35,079,000,000	40,219,000,000	40,219,000,000	40,219,000,000	40,219,000,000	48,128,000,000	48,128,000,000	48,128,000,000	48,128,000,000	41,126,000,000	41,126,000,000	41,126,000,000	41,126,000,000	39,184,000,000	39,184,000,000	39,184,000,000	39,184,000,000	56,313,000,000	56,313,000,000	56,313,000,000	56,313,000,000	43,295,000,000	43,295,000,000	43,295,000,000	43,295,000,000	55,190,000,000	55,190,000,000	55,190,000,000	55,190,000,000	62,571,000,000	62,571,000,000	62,571,000,000	62,571,000,000	61,826,000,000	61,826,000,000	61,826,000,000	61,826,000,000
FANUC		JPY	4	21,427,000,000	21,427,000,000	21,427,000,000	21,427,000,000	102,008,000,000	102,008,000,000	102,008,000,000	102,008,000,000	87,509,000,000	87,509,000,000	87,509,000,000	87,509,000,000	103,016,000,000	103,016,000,000	103,016,000,000	103,016,000,000	125,324,000,000	125,324,000,000	125,324,000,000	125,324,000,000	75,429,000,000	75,429,000,000	75,429,000,000	75,429,000,000	21,768,000,000	21,768,000,000	21,768,000,000	21,768,000,000	34,363,000,000	34,363,000,000	34,363,000,000	34,363,000,000	47,066,000,000	47,066,000,000	47,066,000,000	47,066,000,000	53,884,000,000	53,884,000,000	53,884,000,000	53,884,000,000	48,607,000,000	48,607,000,000	48,607,000,000	48,607,000,000
